id,name,actions,level,rarity,prerequisites,frequency,cost,trigger,requirements,description,special,canSelectMultiple,isDefault,skillID,minProf,code,isCore,genericType,genTypeName,isArchived,contentSrc,homebrewID,version,createdAt,updatedAt
10404,"Ravening's Desperation",NONE,1,UNCOMMON,"trained in Zevgavizeb Lore",NULL,NULL,NULL,NULL,"Your study of the Beast of Gluttondark has taught you how to make do in the most trying of circumstances rather than succumb to weakness. As long as your current Hit Points are less than half your maximum Hit Points, you gain a +1 circumstance bonus to Survival and Stealth checks. If your current Hit Points are less than a quarter your maximum Hit Points, the circumstance bonus is +2 instead.",NULL,0,0,9,NULL,"CONDITIONAL-INCREASE-SKILL_Survival=1~circumstance bonus while you're at less than half your max HP, +2 instead if you're at less than a quarter
CONDITIONAL-INCREASE-SKILL_Stealth=1~circumstance bonus while you're at less than half your max HP, +2 instead if you're at less than a quarter",0,SKILL-FEAT,NULL,0,EXTINCTION-CURSE,NULL,1.0,"2020-09-03 22:28:42","2020-09-03 22:28:42"
10405,Juggle,ACTION,2,UNCOMMON,"Dexterity 16, trained in Performance",NULL,NULL,NULL,NULL,"You can Juggle items and still use your hands between tosses. You can use the Juggle action in several ways.
You can start to Juggle with a single stored item, an item you were carrying, or an unattended item within your reach. The item must be of light or negligible Bulk. You Juggle the item until the end of your next turn, unless you use this feat again next turn to continue Juggling (see below). While you are Juggling, you can use this action again to add another item to the Juggle, which must meet all the same requirements. You can Juggle a number of items equal to one more than the number of hands you are using to Juggle.
You can also use this action to continue Juggling as long as you aren’t fatigued. When you do, you continue to Juggle until the end of your next turn. If you do not continue Juggling by the end of your turn, you cease Juggling and you drop all the items. You become fatigued if you continue Juggling for more than 10 minutes (60 rounds) within the course of an hour.
As long as you’re Juggling fewer than your maximum number of items, you have a free hand. You can wield weapons you are Juggling (but not shields or other items) as long as they can be wielded in one hand. For example, while you Juggle a (item: dagger) in one hand and wield a shield in the other, you are wielding the (item: dagger) but still have a free hand to (activity: Cast a Spell) with a material component. Juggling two or more weapons with one hand doesn’t allow you to use feats that require two weapons each held in a different hand.",NULL,0,0,14,NULL,"GIVE-NOTES-FIELD=Use this area to keep track of what you're Juggling.",0,SKILL-FEAT,NULL,0,EXTINCTION-CURSE,NULL,1.0,"2020-09-03 22:37:14","2020-09-03 22:37:14"
10513,"Firebrand Braggart Dedication",NONE,4,UNCOMMON,"Charisma 14, second mark member of the Firebrands",NULL,NULL,NULL,NULL,"Your Firebrand training has taught you that achieving something is more satisfying if you boast about it first. You declare a boast about a particular skill action, such as (action: Balance), (action: Demoralize), or (action: Recall Knowledge). The first time you attempt this action within the next minute in a context the GM deems both suitably challenging and meaningful, you must roll twice and use the lower result. If you succeed at this check, you gain a +1 circumstance bonus to checks to attempt the same action for 10 minutes.
If the chosen action can be used with multiple skills, such as (action: Identify Magic) or (action: Recall Knowledge), you must specify which skill you are using for that particular action, such as using Arcana to (action: Identify Magic | Identify Magic - Arcana), and your bonus or penalty after the boast applies only to checks using that skill for that action. Once you declare a boast about a particular action, you cannot declare a boast about the same action until the next time you make daily preparations, regardless of whether you succeed or fail at the check.
Typically a challenging task is one with at least a standard DC for your level, though the difficulty may be higher depending on the situation. A meaningful context is one where the action’s success or failure is relevant to the pursuit of your goals, rather than a boast you made simply to gain a bonus later.","You can’t select another dedication feat until you have gained two other feats from the Firebrand Braggart archetype.",0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 00:56:06","2020-09-30 00:56:06"
10514,"Boaster's Challenge",ACTION,6,COMMON,"expert in Deception, Diplomacy, or Intimidation; Firebrand Braggart Dedication",NULL,NULL,NULL,NULL,"You call out a foe, causing them to become flustered and easier to defeat. Select one creature you can see and declare a challenge. For your challenge, attempt a Deception, Diplomacy, or Intimidation check against that creature’s Will DC. Your challenge must include a (trait: linguistic), (trait: auditory), or (trait: visual) component and gains the corresponding trait.
If you succeed, you gain a +2 status bonus to damage rolls with your weapon or unarmed (action: Strikes | Strike) against that foe until the end of your next turn; if you have master proficiency in the skill you used, you gain a +4 status bonus instead, and if you’re legendary, you gain a +6 status bonus. On a critical success, the status bonus lasts for 3 rounds instead. Whether you succeed or fail, creatures who witnessed your challenge gain a +4 circumstance bonus to their Will DCs against your attempts to challenge for 1 minute.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 00:56:06","2020-09-30 00:56:06"
10515,"Daring Act",TWO_ACTIONS,6,COMMON,"trained in Acrobatics or Athletics, Firebrand Braggart Dedication",NULL,NULL,NULL,NULL,"You attempt a death-defying maneuver to distract your enemies. Select one foe within reach and attempt either an Acrobatics or Athletics check against your target’s Reflex DC. If you succeed, you can (action: Stride) up to half your Speed (or up to your full Speed if you critically succeed) without triggering reactions from the target due to your movement, and the target is flat-footed against the next melee attack you attempt against it before the end of your turn.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 00:56:06","2020-09-30 00:56:06"
10516,"Bravo's Determination",REACTION,8,COMMON,"expert in Deception, Firebrand Braggart Dedication",NULL,NULL,"A foe’s Strike reduces you to 0 Hit Points; you were not at 1 Hit Point and you would not be killed.",NULL,"Your confidence borders on self-delusion, but it keeps you going against overwhelming odds. Attempt a Deception check against the attack DC of the triggering (action: Strike). You take a penalty to this check equal to twice your wounded value, if any. If the triggering attack was a critical hit, use the result one degree of success worse than what you rolled.
Critical Success: You avoid being knocked out and remain at 1 Hit Point.
Success: You avoid being knocked out and remain at 1 Hit Point, but you increase your wounded value by 1.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 00:56:06","2020-09-30 00:56:06"
10517,"Great Boaster",NONE,8,COMMON,"Charisma 16, Firebrand Braggart Dedication",NULL,NULL,NULL,NULL,"Your bragging is particularly effective. If you succeed at a boast, you can attempt a great boast about that same skill by using your (feat: Firebrand Braggart Dedication) action about the same action during the duration of your original boast’s circumstance bonus; this is an exception to the rule that you can’t make another boast about the same action until your next daily preparations. A great boast uses the (feat: Firebrand Braggart Dedication) action, except that if you succeed, your circumstance bonus increases to +2 and remains for 1 hour. If you fail the great boast, you take a -2 circumstance penalty to attempt the same action for 4 hours. Once you declare a great boast about a particular action, you can’t declare a great boast about the same action until the next time you make daily preparations, regardless of whether you succeed or fail at the check. The minimum challenging task for a great boast is one with at least a hard DC for your level.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 00:56:06","2020-09-30 00:56:06"
10518,"Demanding Challenge",NONE,10,COMMON,"Boaster’s Challenge",NULL,NULL,NULL,NULL,"If your skill check to challenge a foe is a success, the target of your challenge takes a -1 circumstance penalty to attack rolls (or -2 if you critically succeed) until the end of your next turn.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 00:56:06","2020-09-30 00:56:06"
10519,"Daring Flourish",NONE,10,COMMON,"Daring Act",NULL,NULL,NULL,NULL,"You make quick use of an opening from your daring stunts. At the end of a successful (feat: Daring Act), you can make a melee (action: Strike) against the target or attempt to (action: Disarm) the target. The target is flat-footed against the (action: Strike) you make during (feat: Daring Act) as well as the next melee attack you attempt against it before the end of your turn.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 00:56:06","2020-09-30 00:56:06"
10520,"Daredevil's Gambit",NONE,12,COMMON,"Daring Act",NULL,NULL,NULL,NULL,"If you critically succeed at your (feat: Daring Act), you can enter the target’s space and remain there until the beginning of your next turn or until the target moves, whichever comes first. You gain a +2 circumstance bonus to AC, and your target is flat-footed against your attacks while you are sharing its space in this way.
If any creature other than your target hits you with an attack roll while you are sharing your target’s space, attempt a DC 15 flat check. On a success, resolve the attack against the target instead of you, using the same attack roll result that hit you.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 00:56:06","2020-09-30 00:56:06"
10534,"Hellknight Dedication",NONE,6,UNCOMMON,"Hellknight Armiger Dedication, lawful alignment, member of a Hellknight order, passed the Hellknight Test",NULL,NULL,NULL,NULL,"You have forged your body to comply with the commands of your mind – orders steeped in the Measure and the Chain. You gain expert proficiency in Intimidation (or in another skill in which you’re trained of your choice, if you were already an expert in Intimidation). You gain the armor specialization effects of Hellknight plate, and your resistance from that armor specialization is 1 higher than normal. In addition, you gain a +1 circumstance bonus to Intimidation checks while wearing your Hellknight plate.","You cannot select another dedication feat until you have gained two other feats from the Hellknight or Hellknight armiger archetypes.",0,0,NULL,NULL,"IF (HAS-PROF>=Intimidation:E) {GIVE-SKILL=T} ELSE {GIVE-PROF-IN=Intimidation:E}
GIVE-ARMOR-SPECIALIZATION=NAME~Hellknight Plate
CONDITIONAL-INCREASE-SKILL_Intimidation=1~circumstance bonus while wearing Hellknight plate",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 21:47:37","2020-09-30 21:47:37"
10535,"Sense Chaos",NONE,8,COMMON,"Hellknight Dedication",NULL,NULL,NULL,NULL,"You sense chaos as an unsettling feeling of nervous energy. When in the presence of an aura of chaos that is powerful or overwhelming (Pathfinder Core Rulebook page 328), you eventually detect the aura, though you might not do so instantly and you can’t pinpoint the location. This is a vague sense, similar to humans’ sense of smell. A chaotic creature using a disguise or otherwise trying to hide its presence attempts a Deception check against your Perception DC to hide its aura from you. If the creature succeeds at its Deception check, it is temporarily immune to your Sense Chaos for 1 day.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 21:47:38","2020-09-30 21:47:38"
10536,"Blade of Law",TWO_ACTIONS,12,COMMON,"Hellknight Dedication",NULL,NULL,NULL,NULL,"You call upon the power of law and make a weapon or unarmed (action: Strike) against a foe you have witnessed breaking or disrespecting the law or otherwise acting disorderly. The (action: Strike) deals two extra weapon damage dice if the target of your (action: Strike) is chaotic. Whether or not the target is chaotic, you can convert the physical damage from the attack into lawful damage.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 21:47:38","2020-09-30 21:47:38"
10537,"Hell's Armaments",NONE,12,COMMON,"Hellknight Dedication",NULL,NULL,NULL,NULL,"You’ve trained with your order’s weapon and your Hellknight plate long enough to apply your expertise from other weapons and armor. If you have expert proficiency in any weapon or unarmed attack, you gain expert proficiency in your order’s weapon as well. If you have expert proficiency in any armor or unarmored defense, you gain expert proficiency in Hellknight plate as well.",NULL,0,0,NULL,NULL,"GIVE-NOTES-FIELD=Use this area to keep track of your additional proficiencies.",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 21:47:38","2020-09-30 21:47:38"
10538,"Hellknight Signifer Dedication",NONE,6,UNCOMMON,"spellcasting class feature, Hellknight Armiger Dedication, lawful alignment, member of a Hellknight order, passed the Hellknight Test",NULL,NULL,NULL,NULL,"You have bolstered your force of will with the power of the Measure and the Chain. Upon initiation, you receive a signifer mask, often devoid of eyeholes or other decorative features. The mask doesn’t obscure your vision, though it makes it impossible for others to see your eyes. While wearing your signifer’s mask, you gain +1 circumstance bonus to Deception checks to (action: Lie), Intimidation checks, and Deception DCs against (action: Sense Motive). You gain expert proficiency in Intimidation (or in another skill in which you’re trained of your choice, if you were already an expert in Intimidation) as well as in your choice of Arcana, Nature, Occultism, or Religion.","You cannot select another dedication feat until you have gained two other feats from the Hellknight signifer or Hellknight armiger archetypes.",0,0,NULL,NULL,"CONDITIONAL-INCREASE-SKILL_Deception=1~circumstance bonus to Lie and to your DCs against Sense Motive while wearing your signifer's mask
CONDITIONAL-INCREASE-SKILL_Intimidation=1~circumstance bonus while wearing your signifer's mask
IF (HAS-PROF>=Intimidation:E) {GIVE-SKILL=T} ELSE {GIVE-PROF-IN=Intimidation:E}
GIVE-SKILL=E",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 22:17:37","2020-09-30 22:17:37"
10539,"Masked Casting",FREE_ACTION,8,COMMON,"Hellknight Signifer Dedication",NULL,NULL,"You begin Casting a Spell.","You are wearing your signifer’s mask.","You harness the magical energy flowing through your eyeless mask to effortlessly protect you from (trait: visual) effects. You (action: Avert your Gaze | Avert Gaze).",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 22:17:37","2020-09-30 22:17:37"
10540,"Gaze of Veracity",NONE,10,COMMON,"Hellknight Signifer Dedication, ability to cast focus spells",NULL,NULL,NULL,NULL,"You can channel your mask’s power to pierce through lies and see the truth in any situation. Increase the number of Focus Points in your focus pool by 1. While wearing your mask, you can cast the (spell: glimpse the truth) cleric domain spell as a divine focus spell.",NULL,0,0,NULL,NULL,"SET-SPELL-TRADITION=Hellknight Signifer:Divine
GIVE-FOCUS-SPELL=Hellknight Signifer:Glimpse the Truth
GIVE-FOCUS-POINT",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 22:17:37","2020-09-30 22:17:37"
10541,"Signifer's Sight",NONE,10,COMMON,"Hellknight Signifer Dedication",NULL,NULL,NULL,NULL,"The magic flowing through your signifer’s mask allows you to see in the dark, and the mask dampens the distraction caused by sudden flashes of bright light. While wearing your signifer’s mask, you gain darkvision. Additionally, if you are dazzled while wearing your signifer’s mask and the target is concealed only because you are dazzled, you reduce the flat check DC to target that creature from 5 to 3.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 22:17:37","2020-09-30 22:17:37"
10542,"Signifer Armor Expertise",NONE,12,COMMON,"Hellknight Signifer Dedication",NULL,NULL,NULL,NULL,"You’ve spent enough time helping your comrades equip medium and heavy armor that you spread your own expertise to those armors as well. If you have expert proficiency in any armor or unarmored defense, you also gain expert proficiency in medium and heavy armor.",NULL,0,0,NULL,NULL,"IF (HAS-PROF>=Unarmored_Defense:E) {GIVE-PROF-IN=Medium_Armor:E}
IF (HAS-PROF>=Unarmored_Defense:E) {GIVE-PROF-IN=Heavy_Armor:E}
IF (HAS-PROF>=Light_Armor:E) {GIVE-PROF-IN=Medium_Armor:E}
IF (HAS-PROF>=Light_Armor:E) {GIVE-PROF-IN=Heavy_Armor:E}",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 22:17:37","2020-09-30 22:17:37"
10543,"Knight Reclaimant Dedication",NONE,6,UNCOMMON,"trained in Survival and Stealth, any non-evil alignment, member of the Knights of Lastwall of knight rank",NULL,NULL,NULL,NULL,"You have sworn the Crimson Oath and become a full member of the Crimson Reclaimers. You gain expert proficiency in Stealth and Survival. Whenever you roll a success on a saving throw against an undead’s special ability, you get a critical success instead. This applies to any abilities that come from being undead, including an undead’s innate spells (but not its prepared or spontaneous spells).","You cannot select another dedication feat until you have gained two other feats from the Knight Reclaimant archetype.",0,0,NULL,NULL,"GIVE-PROF-IN=Stealth:E
GIVE-PROF-IN=Survival:E
CONDITIONAL-SAVE_FORT=When you roll a success against an undead's special ability, you get a critical success instead.
CONDITIONAL-SAVE_REFLEX=When you roll a success against an undead's special ability, you get a critical success instead.
CONDITIONAL-SAVE_WILL=When you roll a success against an undead's special ability, you get a critical success instead.",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 23:08:19","2020-09-30 23:08:19"
10544,"Invoke the Crimson Oath",NONE,8,COMMON,"Knight Reclaimant Dedication",NULL,NULL,NULL,NULL,"You can invoke the Crimson Oath to unleash blasts of ruby energy from your weapon. You gain the (spell: invoke the Crimson Oath) focus spell. If you don’t already have one, you gain a focus pool of 1 Focus Point, which you can regain using the (action: Refocus) activity to recite the Crimson Oath and meditate on its teachings; if you already have a focus pool, increase the number of Focus Points in your focus pool by 1. Your knight reclaimant focus spells are divine spells; when you gain this feat, you become trained in divine spell attacks and spell DCs.",NULL,0,0,NULL,NULL,"SET-SPELL-TRADITION=Knight Reclaimant:Divine
GIVE-FOCUS-SPELL=Knight Reclaimant:Invoke the Crimson Oath
GIVE-FOCUS-POINT
GIVE-PROF-IN=DivineSpellAttacks:T
GIVE-PROF-IN=DivineSpellDCs:T",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 23:08:19","2020-09-30 23:08:19"
10545,"Survivor of Desolation",NONE,8,COMMON,"Knight Reclaimant Dedication",NULL,NULL,NULL,NULL,"You gain a +2 circumstance bonus to saving throws against unnatural weather events or environmental hazards occurring in blighted or otherwise unnaturally marred regions. If you roll a success on a saving throw against such an effect, you get a critical success instead; if you roll a critical failure, you get a failure instead. This does not apply to unnatural events created or directed by active effects, such as spells that create anomalous weather or hazardous areas.",NULL,0,0,NULL,NULL,"CONDITIONAL-INCREASE-SAVE_FORT=2~circumstance bonus against saving throws against unnatural weather events or environmental hazards occurring in blighted or otherwise unnaturally marred regions. If you roll a success, you get a critical success instead; if you roll a critical failure, you get a failure instead.
CONDITIONAL-INCREASE-SAVE_REFLEX=2~circumstance bonus against saving throws against unnatural weather events or environmental hazards occurring in blighted or otherwise unnaturally marred regions. If you roll a success, you get a critical success instead; if you roll a critical failure, you get a failure instead.
CONDITIONAL-INCREASE-SAVE_WILL=2~circumstance bonus against saving throws against unnatural weather events or environmental hazards occurring in blighted or otherwise unnaturally marred regions. If you roll a success, you get a critical success instead; if you roll a critical failure, you get a failure instead.",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 23:08:19","2020-09-30 23:08:19"
10546,"Blade of the Crimson Oath",TWO_ACTIONS,12,COMMON,"Knight Reclaimant Dedication",NULL,NULL,NULL,NULL,"You call upon the Crimson Oath to smite undead and then make a weapon or unarmed (action: Strike) against an undead foe. The (action: Strike) deals two extra weapon damage dice, and you can convert all the physical damage from the attack into positive damage.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 23:08:19","2020-09-30 23:08:19"
10547,"Reaper of Repose",NONE,12,COMMON,"Knight Reclaimant Dedication, master proficiency in a weapon",NULL,NULL,NULL,NULL,"Your skill and fervor allow you to pierce undead defenses and exploit their weaknesses. When you make an attack using a weapon with which you have master proficiency and hit an undead creature, you ignore 5 points of the creature’s resistances, and the undead’s weaknesses are 2 higher against your attack.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-09-30 23:08:19","2020-09-30 23:08:19"
10548,"Knight Vigilant Dedication",NONE,6,UNCOMMON,"trained in Religion, any good alignment, member of the Knights of Lastwall of knight rank",NULL,NULL,NULL,NULL,"You are dedicated to the cause of the Shining Sentinels. You gain expert proficiency in Religion. When you are between an ally and a foe and would provide lesser cover to your ally against the foe’s attacks, you twist to become even more obtrusive, providing standard cover instead.","You cannot select another dedication feat until you have gained two other feats from the Knight Vigilant archetype.",0,0,NULL,NULL,GIVE-PROF-IN=Religion:E,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:38:38","2020-10-01 18:38:38"
10549,"Unshakable Idealism",NONE,8,COMMON,"Knight Vigilant Dedication, expert in Will saves",NULL,NULL,NULL,NULL,"Your faith and hope can’t be shaken, and you won’t flee when lives are at stake. You gain a +1 circumstance bonus on saves against (trait: fear) effects and (trait: emotion) effects that inflict despair. When you would gain the fleeing condition, you can choose to stand your ground and be stunned for the effect’s duration as well, preventing you from running and allowing you to re-enter the fight more quickly when the effect ends.",NULL,0,0,NULL,NULL,"CONDITIONAL-INCREASE-SAVE_FORT=1~circumstance bonus against fear effects and emotion effects that inflict despair
CONDITIONAL-INCREASE-SAVE_REFLEX=1~circumstance bonus against fear effects and emotion effects that inflict despair
CONDITIONAL-INCREASE-SAVE_WILL=1~circumstance bonus against fear effects and emotion effects that inflict despair",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:38:39","2020-10-01 18:38:39"
10550,"Endure Death's Touch",REACTION,10,COMMON,"Knight Vigilant Dedication, expert in medium or heavy armor",NULL,NULL,"An undead hits you with an unarmed attack.","You are wearing medium or heavy armor in which you have expert proficiency.","Your conviction redirects the undead’s attack through your armor and then harmlessly away. You gain resistance 5 to physical damage and resistance 10 to negative damage against the triggering attack. You gain a +2 circumstance bonus on any saving throws against effects from the undead’s natural attack; if you succeed at the saving throw, you get a critical success instead.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:38:39","2020-10-01 18:38:39"
10551,"Aegis of Arnisant",TWO_ACTIONS,12,COMMON,"Knight Vigilant Dedication, Shield Block, master in Religion",NULL,NULL,NULL,"You are wielding a shield.","Inspired by the tale of Arnisant, you transform your shield into a magic ward. Until the beginning of your next turn, you gain the following reaction:
~ Absorb into the Aegis: REACTION ((trait: manipulate)) **Trigger** An enemy casts a spell that targets you or an ally within 15 feet of you; **Effect** You interpose your shield’s ward against the spell. Attempt a counteract check, using your Religion modifier as your counteract modifier. On a success, the spell is counteracted and your shield takes damage equal to four times the spell level as it absorbs and disperses the magical energy. On a failure, the shield takes damage equal to twice the spell’s level.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:38:39","2020-10-01 18:38:39"
10552,"Knight in Shining Armor",NONE,12,COMMON,"Knight Vigilant Dedication; expert in light armor, medium armor, or unarmored defense; trained in heavy armor",NULL,NULL,NULL,NULL,"As a knight in shining armor, you train daily in the heaviest armor, expanding your expertise to heavy armor. You gain expert proficiency in heavy armor.",NULL,0,0,NULL,NULL,GIVE-PROF-IN=Heavy_Armor:E,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:38:39","2020-10-01 18:38:39"
10553,"Halcyon Speaker Dedication",NONE,6,UNCOMMON,"Magaambyan Attendant Dedication, member of the Magaambya of conversant rank",NULL,NULL,NULL,NULL,"You devote much of your study to halcyon magic. You gain access to two common Halcyon cantrips and two common 1st-level halcyon spells (see halcyon spells on Lost Omens Character Guide pg 100). In addition to being able to cast your halcyon spells via your arcane or primal spell slots, you also gain a 1st-level halcyon spell slot. You can use your halcyon spell slots to spontaneously cast your halcyon spells.","You cannot select another dedication feat until you have gained two other feats from the halcyon speaker archetype.",0,0,NULL,NULL,"SET-SPELL-CASTING-TYPE=Halcyon Speaker:SPONTANEOUS-REPERTOIRE
GIVE-SPELL-SLOT=Halcyon Speaker:0
GIVE-SPELL-SLOT=Halcyon Speaker:0
GIVE-SPELL-SLOT=Halcyon Speaker:1
GIVE-FEAT-FROM=Choose a Spellcasting Tradition:Halcyon Spellcasting - Arcane,Halcyon Spellcasting - Primal",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
10554,"Halcyon Spellcasting - Arcane",NONE,-1,COMMON,NULL,NULL,NULL,NULL,NULL,"__Your halcyon spellcasting is arcane.__",NULL,0,0,NULL,NULL,"GIVE-PROF-IN=ArcaneSpellAttacks:T
GIVE-PROF-IN=ArcaneSpellDCs:T
SET-SPELL-TRADITION=Halcyon Speaker:Arcane
SET-SPELL-KEY-ABILITY=Halcyon Speaker:INT",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
10555,"Halcyon Spellcasting - Primal",NONE,-1,COMMON,NULL,NULL,NULL,NULL,NULL,"__Your halcyon spellcasting is primal.__",NULL,0,0,NULL,NULL,"GIVE-PROF-IN=PrimalSpellAttacks:T
GIVE-PROF-IN=PrimalSpellDCs:T
SET-SPELL-TRADITION=Halcyon Speaker:Primal
SET-SPELL-KEY-ABILITY=Halcyon Speaker:WIS",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
10556,"Dualistic Synergy",ACTION,8,COMMON,"Halcyon Speaker Dedication",NULL,NULL,NULL,NULL,"If your next action is to (activity: Cast a Spell) from your spell slots, you gain a benefit. If the spell is arcane, you can attempt a skill check to (action: Recall Knowledge) with a +1 status bonus to the check after casting the spell, or a +2 status bonus if the spell is 7th level or higher. If the spell is primal, you gain a number of temporary Hit Points equal to the spell’s level for 1 round. If the spell is a halcyon spell, you gain both benefits.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
10557,"Halcyon Spellcasting Initiate",NONE,10,COMMON,"Halcyon Speaker Dedication",NULL,NULL,NULL,NULL,"Your knowledge of halcyon magic increases. You gain two common 2nd-level halcyon spells and two 3rd-level halcyon spells. You also gain a 2nd-level halcyon spell slot and a 3rd-level halcyon spell slot. These and all future halcyon spell slots work like the 1st-level halcyon spell slot you gained from (feat: Halcyon Speaker Dedication).",NULL,0,0,NULL,NULL,"GIVE-SPELL-SLOT=Halcyon Speaker:2
GIVE-SPELL-SLOT=Halcyon Speaker:3",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
10558,"Persistent Creation",NONE,8,COMMON,"Halcyon Speaker Dedication",NULL,NULL,NULL,NULL,"You can cast (spell: creation) as an innate spell at will, choosing whether it is arcane or primal each time. The created object lasts until you spend 1 hour not within its immediate vicinity or until it is destroyed. Such objects are called persistent creations. If you cast (spell: creation) again, any persistent creation you previously created with the spell immediately disintegrates.",NULL,0,0,NULL,NULL,GIVE-INNATE-SPELL-NAME=Creation:4:Arcane:0,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
10559,"Shared Synergy",NONE,10,COMMON,"Dualistic Synergy",NULL,NULL,NULL,NULL,"You can grant the benefit from (feat: Dualistic Synergy) to an ally within 30 feet instead of yourself, either allowing that ally to (action: Recall Knowledge), granting that ally temporary Hit Points, or both, depending on the spell’s tradition.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
10560,"Charged Creation",NONE,12,COMMON,"Persistent Creation",NULL,NULL,NULL,NULL,"Your magic is drawn to your persistent creations. While you are within 30 feet of and have line of effect to your persistent creation, you can use it as the origin point for your line or cone spells. For instance, a (spell: lightning bolt) could originate from the persistent creation rather than from you.",NULL,0,0,NULL,NULL,NULL,0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
10561,"Flexible Halcyon Spellcasting",NONE,12,COMMON,"Halcyon Spellcasting Initiate",NULL,NULL,NULL,NULL,"You broaden your ability to channel your power into halcyon magic. You gain one more common halcyon spell of each level of halcyon spell you can cast other than your highest (you do not gain an additional cantrip). You also gain one additional halcyon spell slot for each level of halcyon spell you can cast, other than the highest.",NULL,0,0,NULL,NULL,"GIVE-NOTES-FIELD=Use this area to keep track of your additional halcyon spells.",0,NULL,NULL,0,LOST-CHAR-GUIDE,NULL,1.0,"2020-10-01 18:49:56","2020-10-01 18:49:56"
